 Position(mm),Ancestor_01_T1,Ancestor_02_T1,Ancestor_03_T1,Ancestor_01_T2,Ancestor_02_T2,Ancestor_03_T2,Evolved_01_T1,Evolved_02_T1,Evolved_03_T1,Evolved_01_T2,Evolved_02_T2,Evolved_03_T2,,,,
59.97,0.485561,0.504569,0.476452,0.466945,0.433502,0.453992,0.564381,0.610006,0.635592,0.632861,0.56845,0.548016,,,,
60.07,0.487112,0.50788,0.478022,0.467492,0.433815,0.450028,0.570581,0.614101,0.641869,0.631919,0.570042,0.555811,,,,
60.16,0.488112,0.510753,0.4799,0.467053,0.43406,0.446726,0.57596,0.617466,0.648604,0.631041,0.571344,0.564256,,,,
60.26,0.490014,0.513696,0.481207,0.466341,0.435487,0.443726,0.581738,0.620894,0.654661,0.62996,0.573215,0.571603,,,,
60.36,0.490723,0.51612,0.482379,0.465646,0.437502,0.441825,0.586562,0.623516,0.660451,0.629572,0.573859,0.578281,,,,
60.45,0.490827,0.519012,0.483261,0.46436,0.439424,0.440959,0.59214,0.625566,0.665739,0.627564,0.57346,0.585733,,,,
60.55,0.491433,0.521231,0.483972,0.462847,0.441866,0.440479,0.596708,0.626916,0.670712,0.626219,0.573986,0.591164,,,,
60.64,0.491125,0.523452,0.48416,0.461715,0.44454,0.441152,0.601207,0.627942,0.674704,0.624612,0.573354,0.596103,,,,
60.74,0.49048,0.525276,0.484508,0.459552,0.447402,0.442929,0.60528,0.628327,0.678746,0.623412,0.57234,0.601321,,,,
60.83,0.49015,0.527048,0.484041,0.457538,0.45031,0.444982,0.609151,0.628622,0.681479,0.620727,0.571148,0.605461,,,,
60.93,0.48858,0.528596,0.483597,0.455102,0.453283,0.448414,0.612083,0.627689,0.683549,0.619946,0.569664,0.607365,,,,
61.03,0.487132,0.529833,0.48263,0.452414,0.45554,0.452111,0.615343,0.626209,0.684769,0.618107,0.568187,0.610383,,,,
61.13,0.485182,0.530643,0.481819,0.449797,0.458174,0.455958,0.617187,0.62418,0.685534,0.617272,0.566468,0.61221,,,,
61.22,0.483916,0.530788,0.480544,0.446424,0.460293,0.461038,0.618666,0.621724,0.685474,0.615556,0.564202,0.613498,,,,
61.32,0.482014,0.530911,0.479068,0.443645,0.462467,0.464892,0.619561,0.618745,0.68445,0.61575,0.562955,0.612907,,,,
61.42,0.478905,0.530938,0.477486,0.440245,0.465035,0.46869,0.619924,0.615129,0.682811,0.615697,0.561138,0.612698,,,,
61.51,0.476049,0.530566,0.475472,0.437593,0.466236,0.473278,0.619659,0.610979,0.680205,0.615199,0.559166,0.612717,,,,
61.61,0.474312,0.529673,0.473874,0.434998,0.46754,0.477561,0.618819,0.606265,0.677479,0.616152,0.558143,0.611497,,,,
61.71,0.471403,0.528741,0.471382,0.432335,0.46881,0.482217,0.617241,0.601802,0.673631,0.61674,0.556878,0.609701,,,,
61.8,0.467957,0.527285,0.469047,0.42995,0.468969,0.485518,0.615088,0.596563,0.669571,0.616784,0.556095,0.60853,,,,
61.9,0.465209,0.526024,0.466607,0.428012,0.470054,0.488789,0.612846,0.591237,0.664592,0.617523,0.555113,0.606846,,,,
61.99,0.46237,0.524141,0.46412,0.426384,0.469811,0.491697,0.609813,0.5857,0.65955,0.618804,0.555897,0.603677,,,,
62.09,0.458914,0.522457,0.462005,0.425831,0.469728,0.494131,0.606037,0.580216,0.654287,0.619954,0.556727,0.602281,,,,
62.18,0.456222,0.520555,0.459569,0.425044,0.469504,0.495499,0.601924,0.575322,0.649225,0.62053,0.555811,0.59958,,,,
62.28,0.452795,0.518512,0.456899,0.424393,0.468581,0.497971,0.59751,0.570233,0.64248,0.621501,0.557253,0.597495,,,,
62.38,0.449492,0.51658,0.454384,0.423913,0.466939,0.498731,0.593308,0.565129,0.636277,0.622495,0.557978,0.592977,,,,
62.48,0.446228,0.51428,0.451855,0.424408,0.466173,0.498981,0.588562,0.560126,0.629888,0.623731,0.5583,0.591337,,,,
62.57,0.443178,0.512163,0.44955,0.425104,0.464211,0.499283,0.583807,0.555753,0.62383,0.623819,0.558835,0.589737,,,,
62.67,0.4408,0.509179,0.446907,0.42625,0.462453,0.499504,0.578753,0.551752,0.617168,0.624313,0.559676,0.586992,,,,
62.77,0.437706,0.507,0.444805,0.427477,0.460869,0.498503,0.573705,0.548099,0.611569,0.625486,0.560128,0.585812,,,,
62.86,0.435222,0.504044,0.442674,0.42899,0.459176,0.497552,0.568652,0.544893,0.605654,0.625912,0.560775,0.585394,,,,
62.96,0.432584,0.501481,0.441255,0.430565,0.456877,0.49564,0.563689,0.542182,0.600346,0.62569,0.561098,0.58422,,,,
63.06,0.431318,0.498983,0.439654,0.432418,0.454744,0.494416,0.559318,0.540271,0.5953,0.62611,0.561757,0.585544,,,,
63.15,0.428984,0.496324,0.438142,0.43319,0.452357,0.492342,0.55469,0.538526,0.590913,0.626207,0.562333,0.586579,,,,
63.25,0.427748,0.493803,0.436844,0.434435,0.450954,0.490119,0.550968,0.537134,0.586665,0.625483,0.561811,0.587665,,,,
63.34,0.426877,0.491147,0.435561,0.434903,0.449053,0.487898,0.547537,0.536626,0.583037,0.625038,0.561707,0.588855,,,,
63.44,0.425988,0.488819,0.434929,0.435842,0.44773,0.485277,0.544282,0.536159,0.580315,0.623923,0.562976,0.590699,,,,
63.54,0.426086,0.486499,0.4345,0.436897,0.44655,0.481952,0.541452,0.536693,0.577987,0.62448,0.563572,0.593176,,,,
63.63,0.425853,0.484397,0.434127,0.437641,0.44631,0.479618,0.538718,0.537319,0.577547,0.622969,0.562809,0.59637,,,,
63.73,0.425869,0.482702,0.433776,0.438672,0.444687,0.476277,0.536864,0.538193,0.575489,0.622557,0.562888,0.597456,,,,
63.83,0.426339,0.481,0.43378,0.438684,0.444503,0.473044,0.535678,0.538997,0.574893,0.621272,0.562501,0.59986,,,,
63.92,0.426975,0.479999,0.433877,0.438726,0.444404,0.469551,0.53462,0.53995,0.574901,0.619825,0.561905,0.603419,,,,
64.02,0.428218,0.479067,0.433974,0.43932,0.444442,0.467083,0.533761,0.54084,0.57555,0.618717,0.561197,0.606049,,,,
64.12,0.429526,0.478617,0.434242,0.439306,0.444391,0.464958,0.533649,0.542465,0.576547,0.616579,0.560144,0.606416,,,,
64.21,0.430054,0.478158,0.434528,0.440269,0.445587,0.461932,0.533188,0.543654,0.578025,0.615729,0.559391,0.60849,,,,
64.31,0.430467,0.478272,0.435038,0.439759,0.446458,0.461122,0.533462,0.545065,0.580042,0.614187,0.558863,0.610292,,,,
64.41,0.432086,0.478214,0.435326,0.440029,0.446486,0.459577,0.534358,0.546742,0.582474,0.61334,0.557677,0.611255,,,,
64.5,0.432843,0.478748,0.435892,0.439525,0.4477,0.458156,0.535079,0.548263,0.584808,0.612935,0.556549,0.612642,,,,
64.6,0.432891,0.479317,0.436187,0.440077,0.448221,0.457717,0.536104,0.549889,0.587458,0.611722,0.554599,0.613475,,,,
64.69,0.434058,0.479944,0.436777,0.440083,0.448563,0.458159,0.537342,0.551303,0.589831,0.612129,0.555997,0.615104,,,,
64.79,0.43469,0.480696,0.437378,0.439431,0.449374,0.45781,0.538755,0.552726,0.592727,0.612259,0.557153,0.615396,,,,
64.89,0.435132,0.481624,0.43813,0.438852,0.450176,0.45817,0.540115,0.553991,0.595496,0.612448,0.551376,0.615093,,,,
64.98,0.43601,0.482343,0.438066,0.438709,0.450575,0.458863,0.541926,0.555495,0.597555,0.614479,0.550123,0.615061,,,,
65.08,0.436939,0.483388,0.438928,0.438475,0.450789,0.460097,0.543533,0.556252,0.600469,0.613846,0.549186,0.614246,,,,
65.17,0.437699,0.484588,0.438867,0.438777,0.450539,0.461302,0.545281,0.557526,0.602535,0.614925,0.549113,0.612828,,,,
65.27,0.438115,0.485418,0.439194,0.439108,0.450841,0.461978,0.5463,0.557861,0.6042,0.615794,0.549013,0.611166,,,,
65.37,0.43924,0.486717,0.439522,0.439819,0.451015,0.463208,0.548183,0.558436,0.606061,0.617113,0.550035,0.609797,,,,
65.47,0.440042,0.486955,0.439852,0.440394,0.450516,0.465365,0.549147,0.558676,0.607997,0.6172,0.551295,0.607355,,,,
65.56,0.440286,0.488007,0.440096,0.441945,0.450113,0.46666,0.55062,0.55922,0.609555,0.618679,0.552201,0.604391,,,,
65.66,0.440974,0.488431,0.440063,0.442295,0.45043,0.467369,0.551726,0.559348,0.611087,0.619738,0.553756,0.60248,,,,
65.76,0.441482,0.48944,0.440301,0.443525,0.449697,0.468743,0.55307,0.55904,0.612589,0.619936,0.55504,0.599371,,,,
65.85,0.44203,0.48988,0.440081,0.444531,0.448879,0.469432,0.553918,0.559093,0.61368,0.619416,0.556518,0.597745,,,,
65.95,0.441823,0.490644,0.440146,0.446157,0.44864,0.470047,0.555037,0.558968,0.614936,0.620072,0.558503,0.595721,,,,
66.05,0.44205,0.491027,0.440064,0.447378,0.447816,0.470899,0.556002,0.559289,0.616052,0.619361,0.559393,0.594385,,,,
66.14,0.44195,0.491676,0.43981,0.448535,0.446829,0.471038,0.556785,0.55908,0.616673,0.619462,0.559713,0.593743,,,,
66.24,0.441925,0.492045,0.439614,0.449509,0.445915,0.471945,0.557498,0.559003,0.6172,0.618776,0.561,0.59299,,,,
66.33,0.441961,0.492197,0.439208,0.450199,0.445174,0.472081,0.558177,0.558993,0.617692,0.618451,0.562619,0.593187,,,,
66.43,0.442038,0.492384,0.438899,0.451362,0.443587,0.472442,0.558438,0.558974,0.617996,0.618065,0.563075,0.594759,,,,
66.53,0.44257,0.49249,0.438348,0.45208,0.442312,0.471862,0.558831,0.559018,0.617623,0.61703,0.564239,0.596631,,,,
66.62,0.442276,0.492305,0.437861,0.453313,0.441392,0.471113,0.558943,0.558984,0.617452,0.616518,0.563344,0.596146,,,,
66.72,0.442422,0.492415,0.437151,0.453196,0.440802,0.470531,0.559353,0.559084,0.616407,0.615594,0.563346,0.59859,,,,
66.82,0.442366,0.491977,0.436776,0.454293,0.440208,0.469621,0.5598,0.558798,0.615506,0.615055,0.56291,0.60192,,,,
66.91,0.442286,0.492041,0.436065,0.45455,0.439859,0.469518,0.560166,0.559112,0.614687,0.614369,0.562841,0.604013,,,,
67.01,0.44232,0.49128,0.435575,0.455138,0.439012,0.468294,0.55967,0.559113,0.61362,0.617372,0.562368,0.605698,,,,
67.11,0.442532,0.491143,0.43462,0.45508,0.438913,0.467946,0.559834,0.559584,0.611825,0.614281,0.562425,0.608964,,,,
67.2,0.442815,0.490245,0.434008,0.455209,0.438161,0.467774,0.559435,0.559111,0.612636,0.614431,0.56099,0.610941,,,,
67.3,0.442798,0.489832,0.433333,0.456017,0.438284,0.467317,0.559092,0.559175,0.610299,0.61483,0.560851,0.612428,,,,
67.4,0.443067,0.48922,0.432588,0.455708,0.438499,0.46734,0.558693,0.559637,0.608633,0.615648,0.560295,0.614228,,,,
67.49,0.443544,0.488499,0.431885,0.455753,0.438828,0.467303,0.558758,0.559889,0.607448,0.616818,0.560119,0.615447,,,,
67.59,0.443364,0.487565,0.431464,0.456117,0.43964,0.466894,0.558295,0.559765,0.606368,0.618246,0.560058,0.616654,,,,
67.68,0.443488,0.486673,0.431037,0.456286,0.440318,0.46737,0.558039,0.559515,0.605603,0.619537,0.560206,0.617207,,,,
67.78,0.444167,0.485623,0.430397,0.456684,0.440785,0.46746,0.557575,0.559369,0.604413,0.621073,0.560677,0.617564,,,,
67.88,0.444285,0.484923,0.429956,0.457166,0.44149,0.469077,0.557419,0.558355,0.60351,0.62233,0.56112,0.617778,,,,
67.97,0.444527,0.484382,0.429335,0.458239,0.441812,0.471039,0.556977,0.557659,0.602503,0.623465,0.561401,0.616899,,,,
68.07,0.444597,0.483571,0.42929,0.458993,0.442511,0.473182,0.556712,0.556819,0.602102,0.62427,0.563021,0.616223,,,,
68.17,0.445064,0.482705,0.428642,0.460046,0.442973,0.474365,0.55644,0.556567,0.600957,0.625274,0.565336,0.615183,,,,
68.26,0.445238,0.482171,0.42872,0.461479,0.443351,0.476549,0.556013,0.555447,0.600832,0.624992,0.565679,0.614564,,,,
68.36,0.445567,0.48207,0.42792,0.463054,0.442986,0.480259,0.555878,0.555022,0.599734,0.625399,0.566548,0.613327,,,,
68.46,0.445497,0.481605,0.427876,0.464283,0.443548,0.480352,0.555133,0.553669,0.599514,0.625042,0.567579,0.611983,,,,
68.55,0.446111,0.481702,0.427831,0.465241,0.443601,0.481538,0.555077,0.554058,0.598819,0.624732,0.568546,0.611224,,,,
68.65,0.446398,0.481124,0.427347,0.466399,0.44324,0.483126,0.554288,0.552479,0.598211,0.624006,0.569365,0.61085,,,,
68.75,0.445991,0.481324,0.427321,0.467961,0.443044,0.483727,0.553912,0.551832,0.597951,0.622998,0.570116,0.610673,,,,
68.84,0.446684,0.481082,0.427159,0.468694,0.443336,0.484117,0.553649,0.551261,0.597568,0.621905,0.57022,0.610704,,,,
68.94,0.446479,0.480941,0.427092,0.469436,0.443235,0.485144,0.552873,0.550432,0.597573,0.621109,0.569961,0.611129,,,,
69.04,0.446662,0.480771,0.427263,0.46967,0.443006,0.485476,0.552515,0.549691,0.597308,0.619736,0.569642,0.612187,,,,
69.13,0.446807,0.480148,0.427071,0.469638,0.44268,0.486418,0.551872,0.549104,0.596787,0.619125,0.56974,0.613536,,,,
69.23,0.446692,0.480399,0.426955,0.469806,0.442865,0.485956,0.551598,0.548022,0.597389,0.618391,0.568924,0.614877,,,,
69.32,0.447109,0.48057,0.426832,0.470053,0.443171,0.486663,0.551442,0.547038,0.5977,0.6179,0.567735,0.616784,,,,
69.42,0.4472,0.48058,0.426873,0.469995,0.442608,0.486433,0.551031,0.545465,0.598111,0.61749,0.566976,0.617141,,,,
69.52,0.44738,0.480599,0.426652,0.469731,0.443348,0.487059,0.550836,0.543278,0.598575,0.618021,0.566434,0.618848,,,,
69.61,0.447812,0.480424,0.426509,0.4694,0.443064,0.486692,0.550529,0.541272,0.599929,0.618211,0.565437,0.621186,,,,
69.71,0.447458,0.480289,0.425371,0.469214,0.443622,0.487081,0.550069,0.539842,0.600758,0.618904,0.565051,0.62283,,,,
69.81,0.447485,0.480579,0.424585,0.468816,0.443943,0.487445,0.5497,0.538063,0.601519,0.619333,0.565404,0.623232,,,,
69.9,0.447725,0.47988,0.423869,0.469187,0.444967,0.487714,0.549348,0.536609,0.601901,0.621083,0.564549,0.623876,,,,
70,0.447874,0.479419,0.423467,0.468371,0.445821,0.488224,0.54837,0.534879,0.602278,0.622065,0.564298,0.624488,,,,
70.1,0.44743,0.478038,0.422843,0.469313,0.446578,0.488928,0.547931,0.533352,0.602587,0.623223,0.564623,0.6249,,,,
70.19,0.447051,0.478265,0.422296,0.469529,0.447216,0.490252,0.547233,0.531832,0.602675,0.624996,0.565442,0.624661,,,,
70.29,0.446476,0.477307,0.42135,0.470283,0.448052,0.491414,0.546692,0.530085,0.602739,0.625945,0.566287,0.624701,,,,
70.39,0.446252,0.477054,0.421111,0.471503,0.449009,0.492881,0.545804,0.528389,0.602961,0.627168,0.567521,0.624662,,,,
70.48,0.446364,0.475756,0.420727,0.472256,0.44978,0.494769,0.544729,0.527441,0.602784,0.627992,0.568186,0.624226,,,,
70.58,0.446151,0.474836,0.420219,0.473657,0.450305,0.496497,0.543661,0.52669,0.602391,0.628484,0.56988,0.622904,,,,
70.67,0.445964,0.473884,0.420138,0.475396,0.450857,0.498601,0.542791,0.525642,0.602357,0.629078,0.570992,0.622326,,,,
70.77,0.445681,0.472524,0.41984,0.476491,0.451158,0.500704,0.541989,0.52484,0.602292,0.628945,0.57214,0.621119,,,,
70.87,0.445941,0.472832,0.41957,0.477883,0.451525,0.502307,0.541031,0.524236,0.602711,0.629137,0.573782,0.620742,,,,
70.96,0.445958,0.469896,0.419032,0.478781,0.451322,0.503951,0.540373,0.523956,0.602712,0.631123,0.574551,0.619217,,,,
71.06,0.445772,0.469244,0.419144,0.480465,0.450981,0.505231,0.539586,0.52346,0.603269,0.628338,0.575749,0.620479,,,,
71.16,0.445449,0.468477,0.41855,0.481238,0.450657,0.506933,0.539135,0.523558,0.603285,0.627338,0.576407,0.620189,,,,
71.25,0.445156,0.467659,0.418438,0.482709,0.450206,0.50778,0.53849,0.523048,0.603804,0.627116,0.576446,0.620351,,,,
71.35,0.445546,0.467313,0.41856,0.482851,0.449932,0.508152,0.538595,0.523541,0.60422,0.626423,0.57673,0.62178,,,,
71.45,0.445681,0.466687,0.418705,0.483742,0.449525,0.508428,0.537887,0.524215,0.604513,0.625675,0.576692,0.623119,,,,
71.54,0.445253,0.467041,0.41911,0.483992,0.449034,0.508807,0.538114,0.524467,0.604776,0.625188,0.577212,0.624983,,,,
71.64,0.445507,0.467095,0.4191,0.484388,0.449055,0.508464,0.5383,0.524771,0.604687,0.624611,0.577427,0.62732,,,,
71.74,0.445117,0.467252,0.419193,0.484271,0.449151,0.508269,0.538591,0.524913,0.60435,0.62433,0.577467,0.628572,,,,
71.83,0.445202,0.467251,0.419204,0.484633,0.44923,0.507769,0.538767,0.525217,0.604294,0.623973,0.576969,0.630469,,,,
71.93,0.445099,0.467371,0.41901,0.484246,0.449619,0.507288,0.538642,0.525571,0.603946,0.624114,0.577284,0.631699,,,,
72.02,0.44483,0.467427,0.41883,0.48436,0.45024,0.506627,0.539077,0.525699,0.603642,0.623389,0.576962,0.633296,,,,
72.12,0.444767,0.467544,0.418762,0.484652,0.451385,0.506069,0.539565,0.525911,0.603188,0.623591,0.577044,0.634537,,,,
72.22,0.445261,0.467611,0.418454,0.484907,0.452266,0.505722,0.539733,0.525823,0.603049,0.623306,0.576647,0.635767,,,,
72.31,0.44566,0.467615,0.418313,0.485355,0.453159,0.505312,0.539721,0.525741,0.602525,0.623597,0.576844,0.635764,,,,
72.41,0.445364,0.467484,0.418445,0.485144,0.454139,0.505127,0.539898,0.525579,0.602355,0.623315,0.576602,0.636894,,,,
72.51,0.443168,0.467311,0.418455,0.485686,0.455015,0.504857,0.539753,0.525512,0.602353,0.623305,0.576651,0.636969,,,,
72.6,0.441876,0.467455,0.418782,0.486685,0.456267,0.505815,0.539891,0.525526,0.602207,0.623051,0.576677,0.637019,,,,
72.7,0.441411,0.467259,0.419032,0.486858,0.457118,0.506157,0.539839,0.525592,0.602384,0.622795,0.576659,0.636411,,,,
72.8,0.43992,0.467752,0.419032,0.487032,0.458763,0.507319,0.540102,0.525868,0.602543,0.622524,0.576772,0.63633,,,,
72.89,0.43955,0.467925,,0.488173,0.459281,0.509074,0.540635,0.525868,,0.621842,0.576558,0.635823,,,,
72.99,0.439292,0.468297,,0.48838,0.460363,0.510422,0.541095,,,0.621723,0.576731,0.635664,,,,
73.09,0.439599,0.468297,,0.488293,0.461332,0.512383,0.541095,,,0.621829,0.576612,0.635695,,,,
73.18,,,,0.488664,0.461858,0.514319,,,,0.621398,0.576603,0.635218,,,,
73.28,,,,0.488683,0.462348,0.516134,,,,0.620873,0.580629,0.635451,,,,
73.38,,,,0.48865,0.462029,0.518138,,,,0.620328,0.576445,0.635328,,,,
73.47,,,,0.488504,0.462332,0.519664,,,,0.62,0.57649,0.635999,,,,
73.57,,,,0.488408,0.462712,0.521142,,,,0.619804,0.576238,0.63613,,,,
73.66,,,,0.488186,0.462826,0.522283,,,,0.619113,0.576209,0.636833,,,,
73.76,,,,0.487401,0.462693,0.52316,,,,0.618985,0.576297,0.637114,,,,
73.86,,,,0.486836,0.462782,0.523338,,,,0.618863,0.575977,0.637442,,,,
73.95,,,,0.486127,0.462504,0.524057,,,,0.618513,0.57605,0.638509,,,,
74.05,,,,0.485892,0.462512,0.523764,,,,0.617906,0.57594,0.638743,,,,
74.15,,,,0.485197,0.462695,0.523685,,,,0.617951,0.575691,0.639407,,,,
74.24,,,,0.484657,0.462684,0.522985,,,,0.617702,0.575789,0.640629,,,,
74.34,,,,0.484585,0.462962,0.522872,,,,0.617537,0.5757,0.640569,,,,
74.44,,,,0.484302,0.463153,0.522448,,,,0.617776,0.575428,0.641562,,,,
74.53,,,,0.484462,0.464984,0.522021,,,,0.617737,0.57561,0.641427,,,,
74.63,,,,,0.463925,0.521489,,,,,0.575168,0.641762,,,,
74.73,,,,,0.464097,0.520922,,,,,0.57498,0.641857,,,,
74.82,,,,,0.464097,0.520959,,,,,0.574836,0.641644,,,,
74.92,,,,,0.464174,0.520838,,,,,0.575099,0.641604,,,,
75.01,,,,,0.464374,0.521238,,,,,0.574913,0.642049,,,,
75.11,,,,,0.464135,0.521283,,,,,0.574938,0.641551,,,,
75.21,,,,,0.464032,0.521606,,,,,0.574856,0.641024,,,,
75.3,,,,,0.463472,0.522131,,,,,,0.641305,,,,
75.4,,,,,0.463036,0.522466,,,,,,0.641477,,,,
75.5,,,,,0.462637,0.52333,,,,,,0.641894,,,,
75.59,,,,,0.461807,0.523188,,,,,,0.641757,,,,
75.69,,,,,0.461425,0.523761,,,,,,0.641149,,,,
75.79,,,,,0.460283,0.524167,,,,,,,,,,
75.88,,,,,0.460138,0.524168,,,,,,,,,,
75.98,,,,,0.459583,0.524214,,,,,,,,,,
76.08,,,,,0.459256,0.524171,,,,,,,,,,
76.17,,,,,0.45891,0.52363,,,,,,,,,,
76.27,,,,,0.458539,0.52341,,,,,,,,,,
76.36,,,,,0.458144,0.522905,,,,,,,,,,
76.46,,,,,0.458148,0.522363,,,,,,,,,,
76.56,,,,,0.45791,0.522041,,,,,,,,,,
76.65,,,,,0.457923,0.521365,,,,,,,,,,
76.75,,,,,0.457813,0.520595,,,,,,,,,,
76.85,,,,,0.457737,0.520014,,,,,,,,,,
76.94,,,,,0.457151,0.519965,,,,,,,,,,
77.04,,,,,0.457128,0.519903,,,,,,,,,,
77.14,,,,,0.456809,0.519911,,,,,,,,,,
77.24,,,,,0.456866,0.51966,,,,,,,,,,
77.33,,,,,0.456987,,,,,,,,,,,
77.43,,,,,0.457218,,,,,,,,,,,